time,shunt_voltage,voltage,temperature,current,seconds_combined,temperature_uncorr
2023-08-07 11:10:07.228,2.1237007,0.31510236,,0.0450613463868395,3305.224,310.97466368397033
2023-08-07 11:10:08.357,2.1237007,0.3150991,,0.0450613463868395,3306.353,310.9718480390283
2023-08-07 11:10:09.480,2.1237224,0.31510453,,0.0450618068242338,3307.476,310.9737570557279
2023-08-07 11:10:10.612,2.1237007,0.31510236,,0.0450613463868395,3308.608,310.97466368397033
2023-08-07 11:10:11.734,2.1237333,0.31510236,,0.0450620381038466,3309.73,310.9704860578713
2023-08-07 11:10:12.860,2.1237007,0.31510562,,0.0450613463868395,3310.856,310.9774793289123
2023-08-07 11:10:13.991,2.1237333,0.31510344,,0.0450620381038466,3311.987,310.9714188339016
2023-08-07 11:10:15.122,2.1237224,0.31510453,,0.0450618068242338,3313.118,310.9737570557279
2023-08-07 11:10:16.255,2.1237115,0.3151067,,0.045061575544621,3314.251,310.9770280871616
2023-08-07 11:10:17.392,2.1237115,0.3151067,,0.045061575544621,3315.388,310.9770280871616
2023-08-07 11:10:18.513,2.1237115,0.31510562,,0.045061575544621,3316.509,310.9760953015563
2023-08-07 11:10:19.672,2.1237333,0.31510996,,0.0450620381038466,3317.668,310.9770500373434
2023-08-07 11:10:20.792,2.1236898,0.31510562,,0.0450611151072267,3318.788,310.9788761856093
2023-08-07 11:10:21.914,2.1237333,0.31510996,,0.0450620381038466,3319.91,310.9770500373434
2023-08-07 11:10:23.039,2.1237224,0.31510888,,0.0450618068242338,3321.035,310.977514089577
2023-08-07 11:10:24.174,2.1237007,0.31510779,,0.0450613463868395,3322.17,310.9793535465577
2023-08-07 11:10:25.318,2.1237115,0.31510996,,0.045061575544621,3323.314,310.9798437177848
2023-08-07 11:10:26.477,2.1236898,0.31510562,,0.0450611151072267,3324.473,310.9788761856093
2023-08-07 11:10:27.624,2.1237007,0.31511322,,0.0450613463868395,3325.62,310.9840434091452
2023-08-07 11:10:28.748,2.1237115,0.31510888,,0.045061575544621,3326.744,310.9789109321796
2023-08-07 11:10:29.881,2.1237115,0.31511648,,0.045061575544621,3327.877,310.9854749790312
2023-08-07 11:10:31.058,2.1237224,0.31510996,,0.0450618068242338,3329.054,310.9784468703948
2023-08-07 11:10:32.187,2.1237224,0.31511431,,0.0450618068242338,3330.183,310.982203904244
2023-08-07 11:10:33.326,2.1237007,0.31511105,,0.0450613463868395,3331.322,310.98216919149974
2023-08-07 11:10:34.456,2.1237224,0.31511322,,0.0450618068242338,3332.452,310.98126248656683
2023-08-07 11:10:35.577,2.1237115,0.31511431,,0.045061575544621,3333.573,310.983600770917
2023-08-07 11:10:36.711,2.1237441,0.31511648,,0.0450622672616281,3334.707,310.98129720822084
2023-08-07 11:10:37.844,2.1237333,0.31511648,,0.0450620381038466,3335.84,310.98268124078527
2023-08-07 11:10:38.967,2.1237333,0.31511974,,0.0450620381038466,3336.963,310.98549684250617
2023-08-07 11:10:40.101,2.1237441,0.31511866,,0.0450622672616281,3338.097,310.98318002433666
2023-08-07 11:10:41.222,2.1237441,0.31511866,,0.0450622672616281,3339.218,310.98318002433666
2023-08-07 11:10:42.351,2.1237224,0.31512083,,0.0450618068242338,3340.347,310.98783513658793
2023-08-07 11:10:43.486,2.1237441,0.31512409,,0.0450622672616281,3341.482,310.987869791084
2023-08-07 11:10:44.607,2.1237333,0.31512083,,0.0450620381038466,3342.603,310.9864382553515
2023-08-07 11:10:45.743,2.1237333,0.31512083,,0.0450620381038466,3343.739,310.9864382553515
2023-08-07 11:10:46.878,2.123755,0.31511974,,0.0450624985412409,3344.874,310.98271594776463
2023-08-07 11:10:47.999,2.1237333,0.315123,,0.0450620381038466,3345.995,310.9883124442271
2023-08-07 11:10:49.126,2.1237224,0.31512083,,0.0450618068242338,3347.122,310.98783513658793
2023-08-07 11:10:50.256,2.1237333,0.31512192,,0.0450620381038466,3348.252,310.98737966819687
2023-08-07 11:10:51.395,2.1237115,0.31511866,,0.045061575544621,3349.391,310.9873578240492
2023-08-07 11:10:52.524,2.1236789,0.31512192,,0.0450608838276139,3350.52,310.9943514258714
2023-08-07 11:10:53.659,2.1237224,0.31511974,,0.0450618068242338,3351.655,310.9868937189108
2023-08-07 11:10:54.788,2.1237115,0.31512192,,0.045061575544621,3352.784,310.9901734546724
2023-08-07 11:10:55.924,2.1237007,0.31512083,,0.0450613463868395,3353.92,310.9906161263258
2023-08-07 11:10:57.046,2.1237007,0.31512192,,0.0450613463868395,3355.042,310.9915575536224
2023-08-07 11:10:58.185,2.1237115,0.315123,,0.045061575544621,3356.181,310.99110624027765
2023-08-07 11:10:59.305,2.1237007,0.31512409,,0.0450613463868395,3357.301,310.9934317712677
2023-08-07 11:11:00.473,2.1236898,0.31512518,,0.0450611151072267,3358.469,310.99577014197047
2023-08-07 11:11:01.597,2.1236898,0.31512409,,0.0450611151072267,3359.593,310.99482870984195
2023-08-07 11:11:02.737,2.1236898,0.31512192,,0.0450611151072267,3360.733,310.9929544825769
2023-08-07 11:11:03.866,2.1236898,0.31512518,,0.0450611151072267,3361.862,310.99577014197047
2023-08-07 11:11:04.996,2.1236789,0.31512409,,0.0450608838276139,3362.992,310.9962256627561
2023-08-07 11:11:06.124,2.1236789,0.31512409,,0.0450608838276139,3364.12,310.9962256627561
2023-08-07 11:11:07.272,2.1236898,0.31512626,,0.0450611151072267,3365.268,310.99670293710693
2023-08-07 11:11:08.398,2.1236789,0.31512735,,0.0450608838276139,3366.394,310.99904133660124
2023-08-07 11:11:09.521,2.1237115,0.31512626,,0.045061575544621,3367.517,310.99392187090086
2023-08-07 11:11:10.655,2.1237115,0.31512952,,0.045061575544621,3368.651,310.9967375015241
2023-08-07 11:11:11.783,2.1236898,0.31512735,,0.0450611151072267,3369.779,310.99764436923545
2023-08-07 11:11:12.943,2.1236789,0.31513061,,0.0450608838276139,3370.939,311.0018570319665
2023-08-07 11:11:14.076,2.1237007,0.31512735,,0.0450613463868395,3372.072,310.9962474162097
2023-08-07 11:11:15.197,2.1236681,0.31512844,,0.0450606546698324,3373.193,311.00136695948527
2023-08-07 11:11:16.401,2.1236789,0.3151317,,0.0450608838276139,3374.397,311.00279847983694
2023-08-07 11:11:17.537,2.1236898,0.3151317,,0.0450611151072267,3375.533,311.0014014769984
2023-08-07 11:11:18.667,2.1237007,0.31512735,,0.0450613463868395,3376.663,310.9962474162097
2023-08-07 11:11:19.794,2.1236898,0.31512626,,0.0450611151072267,3377.79,310.99670293710693
