time,sample_holder_res,exhaust_res,ths_voltage,ths_current,shunt_voltage,none
2023-10-13 13:01:26-13:00,1001.11696,9.900000000000001e+37,0.022272222,-0.00448062069,0.173975144,
2023-10-13 13:01:28-13:00,1001.09997,9.900000000000001e+37,0.022274663,-0.00447581251,0.173972731,
2023-10-13 13:01:30-13:00,1001.10027,9.900000000000001e+37,0.0222686057,-0.0044809212,0.173980574,
2023-10-13 13:01:32-13:00,1001.09968,9.900000000000001e+37,0.0222739699,-0.00448302478,0.173982987,
2023-10-13 13:01:33-13:00,1001.10623,9.900000000000001e+37,0.0222725234,-0.00448482785,0.173980272,
2023-10-13 13:01:35-13:00,1001.10236,9.900000000000001e+37,0.0222712275,-0.00447911814,0.173968507,
2023-10-13 13:01:37-13:00,1001.0958,9.900000000000001e+37,0.0222757177,-0.00447911814,0.173990528,
2023-10-13 13:01:39-13:00,1001.09223,9.900000000000001e+37,0.0222712878,-0.0044809212,0.173969714,
2023-10-13 13:01:40-13:00,1001.10534,9.900000000000001e+37,0.022272011,-0.00448001967,0.173996562,
2023-10-13 13:01:42-13:00,1001.09878,9.900000000000001e+37,0.0222714686,-0.00448242376,0.174003198,
2023-10-13 13:01:44-13:00,1001.09699,9.900000000000001e+37,0.0222684249,-0.00448482785,0.174043017,
2023-10-13 13:01:46-13:00,1001.09044,9.900000000000001e+37,0.0222681838,-0.00448242376,0.174038191,
2023-10-13 13:01:47-13:00,1001.09699,9.900000000000001e+37,0.0222710166,-0.0044809212,0.173958251,
2023-10-13 13:01:49-13:00,1001.10117,9.900000000000001e+37,0.022276441,-0.0044809212,0.173950106,
2023-10-13 13:01:51-13:00,1001.09997,9.900000000000001e+37,0.0222734274,-0.00448001967,0.17393261,
2023-10-13 13:01:53-13:00,1001.09342,9.900000000000001e+37,0.022269992,-0.00447400945,0.173930498,
2023-10-13 13:01:54-13:00,1001.10653,9.900000000000001e+37,0.0222735781,-0.00447671405,0.173934118,
2023-10-13 13:01:56-13:00,1001.10266,9.900000000000001e+37,0.0222724932,-0.00447370894,0.17394347,
2023-10-13 13:01:58-13:00,1001.10385,9.900000000000001e+37,0.0222692386,-0.00448332529,0.17399988,
2023-10-13 13:02:00-13:00,1001.10772,9.900000000000001e+37,0.0222694495,-0.00447491098,0.173975747,
2023-10-13 13:02:02-13:00,1001.10921,9.900000000000001e+37,0.0222714686,-0.00447941865,0.173927783,
2023-10-13 13:02:03-13:00,1001.11816,9.900000000000001e+37,0.0222627594,-0.00448212325,0.173942565,
2023-10-13 13:02:05-13:00,1001.12173,9.900000000000001e+37,0.0222677318,-0.00448422682,0.173951916,
2023-10-13 13:02:07-13:00,1001.11816,9.900000000000001e+37,0.0222685153,-0.00448302478,0.173934722,
2023-10-13 13:02:09-13:00,1001.111,9.900000000000001e+37,0.0222699015,-0.004475512,0.173899126,
2023-10-13 13:02:10-13:00,1001.10623,9.900000000000001e+37,0.022266014,-0.00447791609,0.17394528,
2023-10-13 13:02:12-13:00,1001.1107,9.900000000000001e+37,0.0222703837,-0.00448152222,0.173944073,
2023-10-13 13:02:14-13:00,1001.12442,9.900000000000001e+37,0.0222642963,-0.00447911814,0.173912399,
2023-10-13 13:02:16-13:00,1001.14498,9.900000000000001e+37,0.0222618553,-0.0044809212,0.173903349,
2023-10-13 13:02:17-13:00,1001.14379,9.900000000000001e+37,0.0222751452,-0.00448332529,0.173922957,
2023-10-13 13:02:19-13:00,1001.1426,9.900000000000001e+37,0.0222707453,-0.00447941865,0.173918734,
2023-10-13 13:02:21-13:00,1001.13664,9.900000000000001e+37,0.0222743315,-0.00447911814,0.173902746,
2023-10-13 13:02:23-13:00,1001.14826,9.900000000000001e+37,0.0222657729,-0.00447971916,0.17393985,
2023-10-13 13:02:24-13:00,1001.1426,9.900000000000001e+37,0.0222670989,-0.00448062069,0.173927482,
2023-10-13 13:02:26-13:00,1001.13515,9.900000000000001e+37,0.0222701125,-0.00447911814,0.173887964,
2023-10-13 13:02:28-13:00,1001.13038,9.900000000000001e+37,0.0222727946,-0.00447220638,0.173967301,
2023-10-13 13:02:30-13:00,1001.13306,9.900000000000001e+37,0.0222743918,-0.00447671405,0.173980574,
2023-10-13 13:02:32-13:00,1001.13097,9.900000000000001e+37,0.0222701426,-0.00448122171,0.17393985,
2023-10-13 13:02:33-13:00,1001.14081,9.900000000000001e+37,0.02227177,-0.00448272427,0.173951916,
2023-10-13 13:02:35-13:00,1001.14111,9.900000000000001e+37,0.0222688167,-0.00448212325,0.173953123,
2023-10-13 13:02:37-13:00,1001.13842,9.900000000000001e+37,0.0222727644,-0.00447671405,0.173960664,
2023-10-13 13:02:39-13:00,1001.09312,9.900000000000001e+37,0.0222774656,-0.00447370894,0.174005913,
2023-10-13 13:02:40-13:00,1001.10087,9.900000000000001e+37,0.0222712275,-0.00447881762,0.173978764,
2023-10-13 13:02:42-13:00,1001.09282,9.900000000000001e+37,0.0222681235,-0.00447971916,0.173914812,
2023-10-13 13:02:44-13:00,1001.09431,9.900000000000001e+37,0.0222650497,-0.00448062069,0.173952218,
2023-10-13 13:02:46-13:00,1001.10623,9.900000000000001e+37,0.0222705344,-0.00448422682,0.173880423,
2023-10-13 13:02:47-13:00,1001.09312,9.900000000000001e+37,0.0222690879,-0.00447851711,0.173898522,
2023-10-13 13:02:49-13:00,1001.10057,9.900000000000001e+37,0.0222701728,-0.00447701456,0.173917527,
2023-10-13 13:02:51-13:00,1001.09968,9.900000000000001e+37,0.0222703837,-0.00448032018,0.173917527,
2023-10-13 13:02:53-13:00,1001.09729,9.900000000000001e+37,0.0222689673,-0.00448152222,0.173962776,
2023-10-13 13:02:54-13:00,1001.0967,9.900000000000001e+37,0.0222692386,-0.00448302478,0.173940755,
2023-10-13 13:02:56-13:00,1001.08865,9.900000000000001e+37,0.0222669784,-0.00448542887,0.173904556,
2023-10-13 13:02:58-13:00,1001.0967,9.900000000000001e+37,0.0222681838,-0.00448482785,0.173925672,
2023-10-13 13:03:00-13:00,1001.10355,9.900000000000001e+37,0.0222689372,-0.00448572938,0.173893696,
2023-10-13 13:03:01-13:00,1001.10832,9.900000000000001e+37,0.0222677016,-0.00448182274,0.173959759,
2023-10-13 13:03:03-13:00,1001.111,9.900000000000001e+37,0.0222636333,-0.00448512836,0.17393261,
2023-10-13 13:03:05-13:00,1001.11756,9.900000000000001e+37,0.0222709262,-0.00448813347,0.173907572,
2023-10-13 13:03:07-13:00,1001.13008,9.900000000000001e+37,0.0222695098,-0.00448122171,0.173928085,
2023-10-13 13:03:08-13:00,1001.13664,9.900000000000001e+37,0.0222654113,-0.00448122171,0.173913907,
2023-10-13 13:03:10-13:00,1001.14349,9.900000000000001e+37,0.02227177,-0.0044809212,0.173963681,
2023-10-13 13:03:12-13:00,1001.14796,9.900000000000001e+37,0.0222702933,-0.00448332529,0.173959759,
2023-10-13 13:03:14-13:00,1001.15422,9.900000000000001e+37,0.0222752054,-0.00448122171,0.173951011,
2023-10-13 13:03:16-13:00,1001.16108,9.900000000000001e+37,0.0222677619,-0.00448422682,0.173897316,
2023-10-13 13:03:17-13:00,1001.16823,9.900000000000001e+37,0.0222725234,-0.00448422682,0.173908779,
2023-10-13 13:03:19-13:00,1001.17389,9.900000000000001e+37,0.0222633922,-0.00448663091,0.173916622,
2023-10-13 13:03:21-13:00,1001.17777,9.900000000000001e+37,0.0222616142,-0.00448663091,0.173865642,
2023-10-13 13:03:23-13:00,1001.18313,9.900000000000001e+37,0.0222685454,-0.00448572938,0.173880423,
2023-10-13 13:03:24-13:00,1001.1888,9.900000000000001e+37,0.0222719206,-0.00448723193,0.173953424,
2023-10-13 13:03:26-13:00,1001.19356,9.900000000000001e+37,0.0222676414,-0.00448032018,0.173932308,
2023-10-13 13:03:28-13:00,1001.19446,9.900000000000001e+37,0.0222664661,-0.00448663091,0.173912097,
2023-10-13 13:03:30-13:00,1001.20012,9.900000000000001e+37,0.0222647483,-0.00448152222,0.173882534,
2023-10-13 13:03:31-13:00,1001.20519,9.900000000000001e+37,0.022275115,-0.00447190587,0.173995053,
2023-10-13 13:03:33-13:00,1001.21473,9.900000000000001e+37,0.0222685756,-0.00448723193,0.173970016,
2023-10-13 13:03:35-13:00,1001.21026,9.900000000000001e+37,0.0222711371,-0.00448542887,0.173891283,
2023-10-13 13:03:37-13:00,1001.21592,9.900000000000001e+37,0.0222761396,-0.00448422682,0.173903952,
2023-10-13 13:03:38-13:00,1001.22367,9.900000000000001e+37,0.0222685153,-0.00448212325,0.173935023,
2023-10-13 13:03:40-13:00,1001.22903,9.900000000000001e+37,0.0222677318,-0.00447941865,0.173891283,
2023-10-13 13:03:42-13:00,1001.21711,9.900000000000001e+37,0.022263332,-0.00447971916,0.17392356,
2023-10-13 13:03:44-13:00,1001.23201,9.900000000000001e+37,0.0222718905,-0.00448512836,0.173899427,
2023-10-13 13:03:45-13:00,1001.2347,9.900000000000001e+37,0.0222662853,-0.00448302478,0.173871071,
2023-10-13 13:03:47-13:00,1001.23559,9.900000000000001e+37,0.0222740301,-0.00448152222,0.173942565,
2023-10-13 13:03:49-13:00,1001.24006,9.900000000000001e+37,0.0222670386,-0.00448693142,0.173890076,
2023-10-13 13:03:51-13:00,1001.24364,9.900000000000001e+37,0.0222682441,-0.00448302478,0.173914209,
2023-10-13 13:03:53-13:00,1001.24394,9.900000000000001e+37,0.0222725836,-0.00448873449,0.173902142,
2023-10-13 13:03:54-13:00,1001.25139,9.900000000000001e+37,0.0222691482,-0.00448482785,0.17398178,
2023-10-13 13:03:56-13:00,1001.25616,9.900000000000001e+37,0.0222743918,-0.00448332529,0.17392356,
