time,pressure
2024-06-15 14:32:39,
2024-06-15 14:42:40,
2024-06-15 14:52:40,
2024-06-15 15:02:41,
2024-06-15 15:12:41,
2024-06-15 15:22:42,3.4E-5
2024-06-15 15:32:43,
2024-06-15 15:42:43,
2024-06-15 15:52:44,
2024-06-15 16:02:45,
2024-06-15 16:12:45,
2024-06-15 16:22:46,3.4E-5
2024-06-15 16:32:47,
2024-06-15 16:42:47,
2024-06-15 16:52:48,
2024-06-15 17:02:48,
2024-06-15 17:12:48,
2024-06-15 17:22:49,2.5E-5
2024-06-15 17:32:49,
2024-06-15 17:42:49,
2024-06-15 17:52:50,
2024-06-15 18:02:51,
2024-06-15 18:12:52,
2024-06-15 18:22:53,1.4E-4
2024-06-15 18:32:53,
2024-06-15 18:42:54,
2024-06-15 18:52:54,
2024-06-15 19:02:54,
2024-06-15 19:12:55,
2024-06-15 19:22:55,6.3E-5
2024-06-15 19:32:56,
2024-06-15 19:42:56,
2024-06-15 19:52:57,
2024-06-15 20:02:57,
2024-06-15 20:12:57,
2024-06-15 20:22:58,3.4E-5
2024-06-15 20:32:59,
2024-06-15 20:43:00,
2024-06-15 20:53:00,
2024-06-15 21:03:00,
2024-06-15 21:13:01,
2024-06-15 21:23:01,2.5E-5
2024-06-15 21:33:02,
2024-06-15 21:43:02,
2024-06-15 21:53:03,
2024-06-15 22:03:04,
2024-06-15 22:13:04,
2024-06-15 22:23:04,2.5E-5
2024-06-15 22:33:05,
2024-06-15 22:43:05,
2024-06-15 22:53:06,
2024-06-15 23:03:07,
2024-06-15 23:13:07,
2024-06-15 23:23:08,4.0E-5
2024-06-15 23:33:08,
2024-06-15 23:43:08,
2024-06-15 23:53:09,
2024-06-16 00:03:09,
2024-06-16 00:13:10,
2024-06-16 00:23:10,7.4E-5
2024-06-16 00:33:10,
2024-06-16 00:43:11,
2024-06-16 00:53:11,
2024-06-16 01:03:11,
2024-06-16 01:13:12,
2024-06-16 01:23:12,6.3E-5
2024-06-16 01:33:12,
2024-06-16 01:43:13,
2024-06-16 01:53:13,
2024-06-16 02:03:14,
2024-06-16 02:13:14,
2024-06-16 02:23:15,1.2E-4
2024-06-16 02:33:15,
2024-06-16 02:43:16,
2024-06-16 02:53:16,
2024-06-16 03:03:17,
2024-06-16 03:13:18,
2024-06-16 03:23:18,4.0E-5
2024-06-16 03:33:18,
2024-06-16 03:43:19,
2024-06-16 03:53:20,
2024-06-16 04:03:20,
2024-06-16 04:13:21,
2024-06-16 04:23:21,4.0E-5
2024-06-16 04:33:21,
2024-06-16 04:43:22,
2024-06-16 04:53:22,
2024-06-16 05:03:23,
2024-06-16 05:13:23,
2024-06-16 05:23:24,3.0E-5
2024-06-16 05:33:24,
2024-06-16 05:43:24,
2024-06-16 05:53:25,
2024-06-16 06:03:25,
2024-06-16 06:13:25,
2024-06-16 06:23:25,5.4E-5
2024-06-16 06:33:26,
2024-06-16 06:43:27,
2024-06-16 06:53:27,
2024-06-16 07:03:28,
2024-06-16 07:13:29,
2024-06-16 07:23:29,5.4E-5
2024-06-16 07:33:29,
2024-06-16 07:43:29,
2024-06-16 07:53:30,
2024-06-16 08:03:31,
2024-06-16 08:13:31,
2024-06-16 08:23:32,3.4E-5
2024-06-16 08:33:32,
2024-06-16 08:43:33,
2024-06-16 08:53:33,
2024-06-16 09:03:34,
2024-06-16 09:13:35,
2024-06-16 09:23:35,3.0E-5
2024-06-16 09:33:36,
2024-06-16 09:43:36,
2024-06-16 09:53:36,
2024-06-16 10:03:37,
2024-06-16 10:13:38,
2024-06-16 10:23:39,1.2E-4
2024-06-16 10:33:40,
2024-06-16 10:43:40,
2024-06-16 10:53:41,
2024-06-16 11:03:41,
2024-06-16 11:13:42,
2024-06-16 11:23:43,7.4E-5
2024-06-16 11:33:44,
2024-06-16 11:43:45,
2024-06-16 11:53:46,
2024-06-16 12:03:46,
2024-06-16 12:13:46,
2024-06-16 12:23:47,3.4E-5
2024-06-16 12:33:48,
2024-06-16 12:43:49,
2024-06-16 12:53:49,
2024-06-16 13:03:50,
2024-06-16 13:13:51,
2024-06-16 13:23:52,3.0E-5
2024-06-16 13:33:52,
2024-06-16 13:43:53,
2024-06-16 13:53:53,
2024-06-16 14:03:54,
2024-06-16 14:13:55,
2024-06-16 14:23:55,3.4E-5
2024-06-16 14:33:56,
2024-06-16 14:43:57,
2024-06-16 14:53:58,
2024-06-16 15:03:58,
2024-06-16 15:13:59,
2024-06-16 15:24:00,5.4E-5
2024-06-16 15:34:01,
2024-06-16 15:44:01,
2024-06-16 15:54:02,
2024-06-16 16:04:02,
2024-06-16 16:14:02,
2024-06-16 16:24:03,1.2E-4
2024-06-16 16:34:03,
2024-06-16 16:44:03,
2024-06-16 16:54:04,
2024-06-16 17:04:04,
2024-06-16 17:14:04,
2024-06-16 17:24:05,4.6E-5
2024-06-16 17:34:05,
2024-06-16 17:44:06,
2024-06-16 17:54:06,
2024-06-16 18:04:07,
2024-06-16 18:14:08,
2024-06-16 18:24:08,6.3E-5
2024-06-16 18:34:09,
2024-06-16 18:44:09,
2024-06-16 18:54:10,
2024-06-16 19:04:10,
2024-06-16 19:14:11,
2024-06-16 19:24:12,3.0E-5
2024-06-16 19:34:13,
2024-06-16 19:44:13,
2024-06-16 19:54:14,
2024-06-16 20:04:15,
2024-06-16 20:14:15,
2024-06-16 20:24:16,2.2E-5
2024-06-16 20:34:16,
2024-06-16 20:44:17,
2024-06-16 20:54:18,
2024-06-16 21:04:18,
2024-06-16 21:14:19,
2024-06-16 21:24:20,4.0E-5
2024-06-16 21:34:21,
2024-06-16 21:44:22,
2024-06-16 21:54:22,
2024-06-16 22:04:22,
2024-06-16 22:14:22,
2024-06-16 22:24:23,1.9E-5
2024-06-16 22:34:23,
2024-06-16 22:44:24,
2024-06-16 22:54:24,
2024-06-16 23:04:25,
2024-06-16 23:14:26,
2024-06-16 23:24:27,3.4E-5
2024-06-16 23:34:27,
2024-06-16 23:44:27,
2024-06-16 23:54:27,
2024-06-17 00:04:27,
2024-06-17 00:14:28,
2024-06-17 00:24:29,3.4E-5
2024-06-17 00:34:30,
2024-06-17 00:44:31,
2024-06-17 00:54:32,
2024-06-17 01:04:33,
2024-06-17 01:14:34,
2024-06-17 01:24:35,3.4E-5
2024-06-17 01:34:35,
2024-06-17 01:44:35,
2024-06-17 01:54:35,
2024-06-17 02:04:36,
2024-06-17 02:14:37,
2024-06-17 02:24:37,4.6E-5
2024-06-17 02:34:37,
2024-06-17 02:44:37,
2024-06-17 02:54:37,
2024-06-17 03:04:37,
2024-06-17 03:14:38,
2024-06-17 03:24:38,2.2E-5
2024-06-17 03:34:38,
2024-06-17 03:44:38,
2024-06-17 03:54:38,
2024-06-17 04:04:39,
2024-06-17 04:14:40,
2024-06-17 04:24:41,4.0E-5
2024-06-17 04:34:41,
2024-06-17 04:44:41,
2024-06-17 04:54:42,
2024-06-17 05:04:42,
2024-06-17 05:14:43,
2024-06-17 05:24:43,3.0E-5
2024-06-17 05:34:44,
2024-06-17 05:44:45,
2024-06-17 05:54:45,
2024-06-17 06:04:46,
2024-06-17 06:14:46,
2024-06-17 06:24:47,2.5E-5
2024-06-17 06:34:48,
2024-06-17 06:44:48,
2024-06-17 06:54:48,
2024-06-17 07:04:49,
2024-06-17 07:14:49,
2024-06-17 07:24:50,1.0E-4
2024-06-17 07:34:51,
2024-06-17 07:44:51,
2024-06-17 07:54:52,
2024-06-17 08:04:52,
2024-06-17 08:14:53,
2024-06-17 08:24:53,5.4E-5
2024-06-17 08:34:54,
2024-06-17 08:44:54,
2024-06-17 08:54:55,
2024-06-17 09:04:55,
2024-06-17 09:14:56,
2024-06-17 09:24:57,4.6E-5
2024-06-17 09:34:57,
2024-06-17 09:44:57,
2024-06-17 09:54:57,
2024-06-17 10:04:58,
2024-06-17 10:14:58,
2024-06-17 10:24:59,3.4E-5
2024-06-17 10:34:59,
2024-06-17 10:45:00,
2024-06-17 10:55:00,
2024-06-17 11:05:01,
2024-06-17 11:15:01,
2024-06-17 11:25:02,3.4E-5
2024-06-17 11:35:03,
2024-06-17 11:45:04,
2024-06-17 11:55:04,
2024-06-17 12:05:04,
2024-06-17 12:15:05,
2024-06-17 12:25:05,4.0E-5
2024-06-17 12:35:06,
2024-06-17 12:45:07,
2024-06-17 12:55:07,
2024-06-17 13:05:08,
2024-06-17 13:15:08,
2024-06-17 13:25:09,3.4E-5
2024-06-17 13:35:10,
2024-06-17 13:45:10,
2024-06-17 13:55:11,
2024-06-17 14:05:11,
2024-06-17 14:15:11,
2024-06-17 14:25:11,2.5E-5
2024-06-17 14:35:12,
2024-06-17 14:45:13,
2024-06-17 14:55:13,
2024-06-17 15:05:14,
2024-06-17 15:15:14,
2024-06-17 15:25:15,3.4E-5
2024-06-17 15:35:15,
2024-06-17 15:45:16,
2024-06-17 15:55:16,
2024-06-17 16:05:17,
2024-06-17 16:15:18,
2024-06-17 16:25:18,1.4E-4
2024-06-17 16:35:19,
2024-06-17 16:45:19,
2024-06-17 16:55:20,
2024-06-17 17:05:20,
2024-06-17 17:15:20,
2024-06-17 17:25:20,2.2E-5
2024-06-17 17:35:21,
2024-06-17 17:45:22,
2024-06-17 17:55:22,
2024-06-17 18:05:22,
2024-06-17 18:15:23,
2024-06-17 18:25:24,2.2E-5
2024-06-17 18:35:24,
2024-06-17 18:45:25,
2024-06-17 18:55:26,
2024-06-17 19:05:27,
2024-06-17 19:15:27,
2024-06-17 19:25:27,4.6E-5
2024-06-17 19:35:28,
2024-06-17 19:45:28,
2024-06-17 19:55:29,
2024-06-17 20:05:30,
2024-06-17 20:15:30,
2024-06-17 20:25:31,2.2E-5
2024-06-17 20:35:32,
2024-06-17 20:45:33,
2024-06-17 20:55:33,
2024-06-17 21:05:34,
2024-06-17 21:15:34,
2024-06-17 21:25:34,3.0E-5
2024-06-17 21:35:34,
2024-06-17 21:45:35,
2024-06-17 21:55:35,
2024-06-17 22:05:35,
2024-06-17 22:15:36,
2024-06-17 22:25:36,3.4E-5
2024-06-17 22:35:37,
2024-06-17 22:45:38,
2024-06-17 22:55:39,
2024-06-17 23:05:39,
2024-06-17 23:15:40,
2024-06-17 23:25:40,1.0E-4
2024-06-17 23:35:41,
2024-06-17 23:45:42,
2024-06-17 23:55:43,
2024-06-18 00:05:43,
2024-06-18 00:15:44,
2024-06-18 00:25:44,3.4E-5
2024-06-18 00:35:45,
2024-06-18 00:45:46,
2024-06-18 00:55:46,
2024-06-18 01:05:47,
2024-06-18 01:15:48,
2024-06-18 01:25:48,1.0E-4
2024-06-18 01:35:48,
2024-06-18 01:45:49,
2024-06-18 01:55:49,
2024-06-18 02:05:50,
2024-06-18 02:15:50,
2024-06-18 02:25:50,1.4E-4
2024-06-18 02:35:51,
2024-06-18 02:45:51,
2024-06-18 02:55:51,
2024-06-18 03:05:52,
2024-06-18 03:15:52,
2024-06-18 03:25:52,1.0E-4
2024-06-18 03:35:53,
2024-06-18 03:45:54,
2024-06-18 03:55:54,
2024-06-18 04:05:55,
2024-06-18 04:15:56,
2024-06-18 04:25:56,2.2E-5
2024-06-18 04:35:57,
2024-06-18 04:45:57,
2024-06-18 04:55:58,
2024-06-18 05:05:59,
2024-06-18 05:15:59,
2024-06-18 05:26:00,1.9E-5
2024-06-18 05:36:00,
2024-06-18 05:46:00,
2024-06-18 05:56:01,
2024-06-18 06:06:01,
2024-06-18 06:16:02,
2024-06-18 06:26:03,1.9E-5
2024-06-18 06:36:03,
2024-06-18 06:46:03,
2024-06-18 06:56:04,
2024-06-18 07:06:05,
2024-06-18 07:16:05,
2024-06-18 07:26:06,4.0E-5
2024-06-18 07:36:06,
2024-06-18 07:46:07,
2024-06-18 07:56:07,
2024-06-18 08:06:08,
2024-06-18 08:16:09,
2024-06-18 08:26:09,1.6E-5
2024-06-18 08:36:09,
2024-06-18 08:46:10,
2024-06-18 08:56:10,
2024-06-18 09:06:10,
2024-06-18 09:16:11,
2024-06-18 09:26:11,1.6E-5
2024-06-18 09:36:12,
2024-06-18 09:46:12,
2024-06-18 09:56:13,
2024-06-18 10:06:14,
2024-06-18 10:16:15,
2024-06-18 10:26:15,3.4E-5
2024-06-18 10:36:15,
2024-06-18 10:46:16,
2024-06-18 10:56:16,
2024-06-18 11:06:17,
2024-06-18 11:16:18,
2024-06-18 11:26:19,2.2E-5
2024-06-18 11:36:20,
2024-06-18 11:46:20,
2024-06-18 11:56:21,
2024-06-18 12:06:22,
2024-06-18 12:16:22,
2024-06-18 12:26:23,3.4E-5
2024-06-18 12:36:23,
2024-06-18 12:46:24,
2024-06-18 12:56:25,
2024-06-18 13:06:25,
2024-06-18 13:16:26,
2024-06-18 13:26:26,6.3E-5
2024-06-18 13:36:27,
2024-06-18 13:46:27,
2024-06-18 13:56:27,
2024-06-18 14:06:27,
2024-06-18 14:16:28,
2024-06-18 14:26:29,6.3E-5
2024-06-18 14:36:30,
2024-06-18 14:46:30,
2024-06-18 14:56:31,
2024-06-18 15:06:32,
2024-06-18 15:16:33,
2024-06-18 15:26:33,8.6E-5
2024-06-18 15:36:33,
2024-06-18 15:46:34,
2024-06-18 15:56:34,
2024-06-18 16:06:35,
2024-06-18 16:16:35,
2024-06-18 16:26:36,3.0E-5
2024-06-18 16:36:36,
2024-06-18 16:46:37,
2024-06-18 16:56:38,
2024-06-18 17:06:38,
2024-06-18 17:16:38,
2024-06-18 17:26:39,1.9E-5
2024-06-18 17:36:40,
2024-06-18 17:46:40,
2024-06-18 17:56:40,
2024-06-18 18:06:40,
2024-06-18 18:16:41,
2024-06-18 18:26:41,4.6E-5
2024-06-18 18:36:41,
2024-06-18 18:46:41,
2024-06-18 18:56:42,
2024-06-18 19:06:43,
2024-06-18 19:16:43,
2024-06-18 19:26:44,3.0E-5
2024-06-18 19:36:44,
2024-06-18 19:46:45,
2024-06-18 19:56:46,
2024-06-18 20:06:46,
2024-06-18 20:16:46,
2024-06-18 20:26:46,1.4E-5
2024-06-18 20:36:47,
2024-06-18 20:46:48,
2024-06-18 20:56:48,
2024-06-18 21:06:49,
2024-06-18 21:16:49,
2024-06-18 21:26:50,4.6E-5
2024-06-18 21:36:50,
2024-06-18 21:46:51,
2024-06-18 21:56:51,
2024-06-18 22:06:52,
2024-06-18 22:16:52,
2024-06-18 22:26:53,6.3E-5
2024-06-18 22:36:53,
2024-06-18 22:46:54,
2024-06-18 22:56:55,
2024-06-18 23:06:55,
2024-06-18 23:16:56,
2024-06-18 23:26:57,8.6E-5
2024-06-18 23:36:57,
2024-06-18 23:46:57,
2024-06-18 23:56:57,
2024-06-19 00:06:57,
2024-06-19 00:16:58,
2024-06-19 00:26:59,4.0E-5
2024-06-19 00:37:00,
2024-06-19 00:47:00,
2024-06-19 00:57:00,
2024-06-19 01:07:01,
2024-06-19 01:17:01,
2024-06-19 01:27:01,1.9E-5
2024-06-19 01:37:02,
2024-06-19 01:47:02,
2024-06-19 01:57:02,
2024-06-19 02:07:03,
2024-06-19 02:17:03,
2024-06-19 02:27:04,1.2E-5
2024-06-19 02:37:04,
2024-06-19 02:47:05,
2024-06-19 02:57:06,
2024-06-19 03:07:06,
2024-06-19 03:17:07,
2024-06-19 03:27:08,2.5E-5
2024-06-19 03:37:08,
2024-06-19 03:47:09,
2024-06-19 03:57:09,
2024-06-19 04:07:10,
2024-06-19 04:17:10,
2024-06-19 04:27:11,1.6E-5
2024-06-19 04:37:12,
2024-06-19 04:47:13,
2024-06-19 04:57:13,
2024-06-19 05:07:14,
2024-06-19 05:17:14,
2024-06-19 05:27:15,1.9E-5
2024-06-19 05:37:16,
2024-06-19 05:47:17,
2024-06-19 05:57:17,
2024-06-19 06:07:18,
2024-06-19 06:17:19,
2024-06-19 06:27:19,1.0E-4
2024-06-19 06:37:20,
2024-06-19 06:47:21,
2024-06-19 06:57:21,
2024-06-19 07:07:21,
2024-06-19 07:17:21,
2024-06-19 07:27:22,4.0E-5
2024-06-19 07:37:23,
2024-06-19 07:47:23,
2024-06-19 07:57:24,
2024-06-19 08:07:25,
2024-06-19 08:17:25,
2024-06-19 08:27:25,4.6E-5
2024-06-19 08:37:26,
2024-06-19 08:47:27,
2024-06-19 08:57:27,
2024-06-19 09:07:28,
2024-06-19 09:17:28,
2024-06-19 09:27:29,3.4E-5
2024-06-19 09:37:29,
2024-06-19 09:47:29,
2024-06-19 09:57:30,
2024-06-19 10:07:31,
2024-06-19 10:17:31,
2024-06-19 10:27:32,3.4E-5
2024-06-19 10:37:33,
2024-06-19 10:47:34,
2024-06-19 10:57:35,
2024-06-19 11:07:36,
2024-06-19 11:17:36,
2024-06-19 11:27:36,6.3E-5
2024-06-19 11:37:36,
2024-06-19 11:47:37,
2024-06-19 11:57:37,
2024-06-19 12:07:37,
2024-06-19 12:17:37,
2024-06-19 12:27:38,1.6E-5
2024-06-19 12:37:38,
2024-06-19 12:47:38,
2024-06-19 12:57:38,
2024-06-19 13:07:38,
2024-06-19 13:17:39,
2024-06-19 13:27:40,7.4E-5
2024-06-19 13:37:40,
2024-06-19 13:47:41,
2024-06-19 13:57:41,
2024-06-19 14:07:41,
2024-06-19 14:17:14,
2024-06-19 14:27:15,2.2E-5
2024-06-19 14:37:15,
2024-06-19 14:47:16,
2024-06-19 14:57:16,
2024-06-19 15:07:17,
2024-06-19 15:17:18,
2024-06-19 15:27:18,4.0E-5
2024-06-19 15:37:18,
2024-06-19 15:47:19,
2024-06-19 15:57:19,
2024-06-19 16:07:20,
2024-06-19 16:17:21,
2024-06-19 16:27:22,3.0E-5
2024-06-19 16:37:22,
2024-06-19 16:47:23,
2024-06-19 16:57:24,
2024-06-19 17:07:24,
2024-06-19 17:17:24,
2024-06-19 17:27:25,1.6E-5
2024-06-19 17:37:26,
2024-06-19 17:47:27,
2024-06-19 17:57:27,
2024-06-19 18:07:28,
2024-06-19 18:17:28,
2024-06-19 18:27:29,3.4E-5
2024-06-19 18:37:29,
2024-06-19 18:47:29,
2024-06-19 18:57:30,
2024-06-19 19:07:30,
2024-06-19 19:17:31,
2024-06-19 19:27:31,1.4E-4
2024-06-19 19:37:32,
2024-06-19 19:47:32,
2024-06-19 19:57:33,
2024-06-19 20:07:33,
2024-06-19 20:17:34,
2024-06-19 20:27:34,3.0E-5
2024-06-19 20:37:35,
2024-06-19 20:47:35,
2024-06-19 20:57:36,
2024-06-19 21:07:36,
2024-06-19 21:17:37,
2024-06-19 21:27:37,1.6E-5
2024-06-19 21:37:38,
2024-06-19 21:47:39,
2024-06-19 21:57:40,
2024-06-19 22:07:40,
2024-06-19 22:17:41,
2024-06-19 22:27:42,1.9E-5
2024-06-19 22:37:42,
2024-06-19 22:47:43,
2024-06-19 22:57:44,
2024-06-19 23:07:44,
2024-06-19 23:17:45,
2024-06-19 23:27:46,1.9E-5
2024-06-19 23:37:47,
2024-06-19 23:47:47,
2024-06-19 23:57:48,
2024-06-20 00:07:49,
2024-06-20 00:17:50,
2024-06-20 00:27:50,3.4E-5
2024-06-20 00:37:51,
2024-06-20 00:47:51,
2024-06-20 00:57:51,
2024-06-20 01:07:52,
2024-06-20 01:17:52,
2024-06-20 01:27:53,8.6E-5
2024-06-20 01:37:53,
2024-06-20 01:47:54,
2024-06-20 01:57:54,
2024-06-20 02:07:54,
2024-06-20 02:17:55,
2024-06-20 02:27:55,3.0E-5
2024-06-20 02:37:56,
2024-06-20 02:47:56,
2024-06-20 02:57:56,
2024-06-20 03:07:57,
2024-06-20 03:17:57,
2024-06-20 03:27:58,4.6E-5
2024-06-20 03:37:58,
2024-06-20 03:47:59,
2024-06-20 03:57:59,
2024-06-20 04:08:00,
2024-06-20 04:18:01,
2024-06-20 04:28:02,1.4E-5
2024-06-20 04:38:03,
2024-06-20 04:48:03,
2024-06-20 04:58:04,
2024-06-20 05:08:04,
2024-06-20 05:18:04,
2024-06-20 05:28:05,4.0E-5
2024-06-20 05:38:05,
2024-06-20 05:48:06,
2024-06-20 05:58:07,
2024-06-20 06:08:07,
2024-06-20 06:18:07,
2024-06-20 06:28:08,1.4E-5
2024-06-20 06:38:08,
2024-06-20 06:48:09,
2024-06-20 06:58:09,
2024-06-20 07:08:09,
2024-06-20 07:18:09,
2024-06-20 07:28:09,8.6E-5
2024-06-20 07:38:09,
2024-06-20 07:48:10,
2024-06-20 07:58:11,
2024-06-20 08:08:11,
2024-06-20 08:18:11,
2024-06-20 08:28:11,2.2E-5
2024-06-20 08:38:12,
2024-06-20 08:48:13,
2024-06-20 08:58:14,
2024-06-20 09:08:14,
2024-06-20 09:18:14,
2024-06-20 09:28:15,4.6E-5
2024-06-20 09:38:15,
2024-06-20 09:48:16,
2024-06-20 09:58:16,
2024-06-20 10:08:17,
2024-06-20 10:18:17,
2024-06-20 10:28:18,3.4E-5
2024-06-20 10:38:18,
2024-06-20 10:48:19,
2024-06-20 10:58:19,
2024-06-20 11:08:19,
2024-06-20 11:18:20,
2024-06-20 11:28:21,3.4E-5
2024-06-20 11:38:21,
2024-06-20 11:48:22,
2024-06-20 11:58:23,
2024-06-20 12:08:24,
2024-06-20 12:18:24,
2024-06-20 12:28:24,4.0E-5
2024-06-20 12:38:25,
2024-06-20 12:48:26,
2024-06-20 12:58:26,
2024-06-20 13:08:27,
2024-06-20 13:18:27,
2024-06-20 13:28:28,4.6E-5
2024-06-20 13:38:29,
2024-06-20 13:48:30,
2024-06-20 13:58:30,
2024-06-20 14:08:31,
2024-06-20 14:18:32,
2024-06-20 14:28:33,4.6E-5
2024-06-20 14:38:34,
2024-06-20 14:48:34,
2024-06-20 14:58:35,
2024-06-20 15:08:36,
2024-06-20 15:18:37,
2024-06-20 15:28:37,4.0E-5
2024-06-20 15:38:38,
2024-06-20 15:48:38,
2024-06-20 15:58:39,
2024-06-20 16:08:40,
2024-06-20 16:18:40,
2024-06-20 16:28:41,5.4E-5
2024-06-20 16:38:41,
2024-06-20 16:48:42,
2024-06-20 16:58:42,
2024-06-20 17:08:43,
2024-06-20 17:18:44,
2024-06-20 17:28:44,6.3E-5
2024-06-20 17:38:45,
2024-06-20 17:48:45,
2024-06-20 17:58:46,
2024-06-20 18:08:46,
2024-06-20 18:18:47,1.9E-5
2024-06-20 18:28:47,
2024-06-20 18:38:48,
2024-06-20 18:48:48,
2024-06-20 18:58:49,
2024-06-20 19:08:49,
2024-06-20 19:18:50,
2024-06-20 19:28:50,5.4E-5
2024-06-20 19:38:51,
2024-06-20 19:48:51,
2024-06-20 19:58:52,
2024-06-20 20:08:52,
2024-06-20 20:18:53,
2024-06-20 20:28:53,2.5E-5
2024-06-20 20:38:54,
2024-06-20 20:48:54,
2024-06-20 20:58:55,
2024-06-20 21:08:55,
2024-06-20 21:18:56,
2024-06-20 21:28:56,1.9E-5
2024-06-20 21:38:57,
2024-06-20 21:48:57,
2024-06-20 21:58:58,
2024-06-20 22:08:59,
2024-06-20 22:18:59,
2024-06-20 22:28:59,5.4E-5
2024-06-20 22:38:59,
2024-06-20 22:49:00,
2024-06-20 22:59:01,
2024-06-20 23:09:02,
2024-06-20 23:19:03,
2024-06-20 23:29:03,6.3E-5
2024-06-20 23:39:04,
2024-06-20 23:49:04,
2024-06-20 23:59:04,
2024-06-21 00:09:04,
2024-06-21 00:19:04,
2024-06-21 00:29:05,8.6E-5
2024-06-21 00:39:05,
2024-06-21 00:49:05,
2024-06-21 00:59:05,
2024-06-21 01:09:06,
2024-06-21 01:19:06,
2024-06-21 01:29:07,4.6E-5
2024-06-21 01:39:07,
2024-06-21 01:49:07,
2024-06-21 01:59:07,
2024-06-21 02:09:07,
2024-06-21 02:19:09,
2024-06-21 02:29:09,5.4E-5
2024-06-21 02:39:09,
2024-06-21 02:49:09,
2024-06-21 02:59:09,
2024-06-21 03:09:09,
2024-06-21 03:19:09,
2024-06-21 03:29:09,7.4E-5
2024-06-21 03:39:10,
2024-06-21 03:49:10,
2024-06-21 03:59:10,
2024-06-21 04:09:10,
2024-06-21 04:19:11,
2024-06-21 04:29:11,4.0E-5
2024-06-21 04:39:12,
2024-06-21 04:49:12,
2024-06-21 04:59:12,
2024-06-21 05:09:13,
2024-06-21 05:19:14,
